,Group.1,G11.1.rna,G11.2.rna,G11.3.rna,G11.4.rna,G11.5.rna,G1.1.rna,G1.2.rna,G1.3.rna,G1.4.rna,G1.5.rna,V10A.1.rna,V10A.2.rna,V10A.3.rna,V10A.4.rna,V10A.5.rna
1315,Maritalea,0.1720033279,0.5193330379,0.4477061901,0.2033228443,0.4487356336,0,0.160297448,0.2572887986,0.3075184888,0.1455966052,0.093689778,0.0972368969,0.254195349,0.4118111727,0.5577523977
1316,Maritimibacter,0,0.0865555063,0.2558321086,0.1016614221,0.1346206901,0,0,0.1286443993,0.0384398111,0.0727983026,0,0.0972368969,0.0363136213,0.1647244691,0.0743669864
1317,Marivirga,0,0.1298332595,0,0.0508307111,0.1794942534,0,0,0,0,0,0,0.0486184484,0,0.1235433518,0.1859174659
1318,Marivita,0,0.1298332595,0.0639580272,0.1016614221,0.0448735634,0,0.120223086,0,0.0768796222,0.218394908,0.093689778,0.1944737938,0.0726272426,0.164724469,0.2602844522
1319,Marmoricola,7.5681464289,10.862716043,4.0933137386,32.7858086353,5.1155862228,12.9485827957,8.8163596376,20.3258150973,28.5223398354,100.6436534729,10.8680142451,6.5148720908,6.1006883758,5.8888997697,7.1392306904
1320,Marssonina,0.7740149757,6.4051074675,12.4718152964,6.6588231491,2.2436781678,3.984179322,0.9617846876,1.9296659902,0.8456758442,0.1819957565,3.9349706747,8.0220439934,2.0335627918,2.4296859191,2.0079086316
1321,Martelella,0.3440066559,0.0865555064,0.1279160543,0,0.0448735634,0.1245056038,0.080148724,0.0964832995,0.0384398111,0.0363991513,0,0,0.0726272426,0,0
1322,Marvinbryantia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,Massilia,1.3760266234,4.284497563,11.1286967258,7.8787602149,12.070988542,2.5523648779,3.5265438551,4.5347150769,4.3821384654,4.2587007065,1.9674853378,1.1668427625,1.5977993368,1.8119691602,12.6052041879
1324,Massilibacterium,0,0,0,0,0,0,0,0.0321610998,0,0,0,0,0.0363136213,0.0823622345,0
1325,Massilimaliae,0,0.1298332595,0.1279160544,0.5083071106,0,0.0622528019,0,0.0643221997,0.0384398111,0,0,0,0.1452544851,0,0
1326,Massilioclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823622345,0
1327,Massiliomicrobiota,0.086001664,0.1731110126,0.1918740815,0,0.0897471267,0,0,0.1608054992,0.1921990555,0.1819957567,0.093689778,0.0486184484,0.0363136213,0,0.0743669864
1328,Mastadenovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,Mastigocladopsis,0,0,0,0,0,0,0,0.0643221996,0,0,0,0,0,0,0
1330,Mastigocladus,0,0,0,0,0,0,0,0.0964832995,0,0,0,0,0,0,0
1331,Mastigocoleus,0.1720033279,0.4760552847,0.5756222445,0.1524921332,0.7179770137,0,0.3205948958,1.5437327922,2.3832682881,0.4731889675,0.093689778,0.2430922422,0,0.1235433518,0.2231009591
1332,Mastocarpus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2231009591
1333,Mediterranea,0,0,0,0,0.0448735634,0,0,0,0,0,0,0,0,0,0
1334,Megamonas,0.6020116477,2.0773321516,1.7268667334,0.7624606659,1.2564597739,0.1245056038,0.320594896,1.2864439936,1.0378748997,1.0191762376,0.2810693339,0.3889475875,0.7988996682,1.3177957526,0.8924038363
1335,Meganema,0.2580049919,0.3894997785,0.5116642174,0.7624606659,0.4936091969,0.1867584057,0.3205948959,0.3537720982,0.0384398111,0.3639915134,0.5152937788,0.9237505204,0.7262724257,0.7412601109,0.3718349319
1336,Megasphaera,1.4620282874,2.5101096831,2.6222791135,4.0664568849,2.5577931112,0.7470336229,2.1640155474,2.8944989854,3.5364626211,3.9675074967,0.4216040009,1.7016456955,2.8687760814,5.1888207761,6.0980928812
1337,Meiothermus,1.6340316152,0.9953883227,2.4304050321,1.728244176,0.8525977038,0.8715392266,1.1621564979,1.8331826906,1.6529118773,1.492365205,0.702673335,0.5348029328,0.9804677746,1.4413391043,2.0079086315
1338,Melaminivora,0,0,0,0,0.0448735634,0,0,0,0.0384398111,0,0,0,0,0,0
1339,Melampsora,0,0,0,0.1016614221,0,0,0,0.1286443994,0.0768796222,0.0363991513,0.046844889,0,0.0363136213,0,0
1340,Melanopsichium,0,0.2163887658,0,0,0.3141149435,0,0,0,0,0.1819957567,0,0,0,0,0.0371834932
1341,Melghirimyces,0,0.519333038,0.5756222444,0.4066456886,0.2243678168,0.2490112076,0.6411897918,0.5788997971,0.7303564109,0.7643821782,0.3279142229,0.7292767266,0.3994498342,0.4941734072,0.5577523977
1342,Melioribacter,0.086001664,0.0865555063,0.7674963259,0,0.3589885068,0,0.120223086,0.2251276989,0.0768796222,0.2911932107,0.1873795559,0.1944737938,0.2178817278,0.1235433518,0.3718349318
1343,Membranoptera,0,0,0,0,0,0,0,0.0321610998,0,0,0,0,0,0.0823622345,0
1344,Merdibacter,0,0.0865555064,0,0,0,0,0.040074362,0,0.1153194333,0,0,0,0,0,0.0371834932
1345,Mesoaciditoga,0,0.1731110126,0,0,0.3141149435,0,0.20037181,0.4502553978,0.4612777332,0.2547940593,0,0.2917106907,0.4357634553,1.0295279317,1.3014222612
1346,Mesoflavibacter,0,0,0,0,0,0,0,0,0,0.0363991513,0,0,0,0,0
1347,Mesonia,0.086001664,0,0,0,0.0448735634,0,0,0,0.0384398111,0,0,0,0.0363136213,0.2059055864,0
1348,Mesoplasma,0,0,0,0.1524921332,0,0,0,0,0.0768796222,0,0,0,0.1815681064,0.0823622345,0.1859174659
1349,Mesorhizobium,5.8481131497,23.499819966,62.4869925369,118.4355567733,35.3603679237,6.2252801902,7.2935338829,7.975952759,9.2255546639,9.7913717099,5.6682315681,5.6397400189,8.497387381,7.9479556331,12.3821032305
1350,Mesotoga,0.6020116478,0.3894997785,0.3197901358,0.2541535553,0.0897471267,0.2490112076,0.8014872397,0.5467386972,0.5765971665,0.2911932108,0.046844889,0.0972368969,0.0726272426,0.0823622345,0.0743669864
1351,Metallibacterium,0.2580049919,1.1684993354,2.8141531951,1.1691063546,0.9872183939,0.4357696133,0.8816359638,1.0613162947,1.4222730107,1.6743609617,0.6089835569,1.312698108,0.6173315619,1.1530712836,1.3386057545
1352,Metallosphaera,0,0,0,0,0,0,0.040074362,0,0.0768796222,0.109197454,0,0,0.2178817277,0.0411811173,0
1353,Metarhizium,0,0.1731110126,0.6395802716,0.1524921332,0.0897471267,0,0,0.2894498985,0,0,0.2342244449,0.0972368969,0,0,0
1354,Methanobacterium,0.9460183035,0.8222773099,0.1918740815,0.6607992438,0.1346206901,0.1245056038,0.6812641538,0.9326718952,0.9609952775,0.5823864216,0.140534667,0.2430922422,0.254195349,0.2882678209,0.3346514386
1355,Methanobrevibacter,0,0.3894997784,0.3837481629,0.1016614221,0.0897471267,0.0622528019,0.080148724,0.2572887987,0.2690786777,0.2547940593,0,0,0,0.0411811173,0.2231009591
1356,Methanocaldococcus,0.258004992,0.6491662974,1.1512444889,0.5083071106,0.5833563236,0.2490112076,0.240446172,0.3537720982,1.153194333,0.436789816,0.093689778,0,0.2905089704,0.1647244691,0.4090184252
1357,Methanocella,0.2580049919,0.6924440506,1.6629087062,0.8641220881,0.5833563237,0,0.4408179819,0.6110608968,0.9225554664,0.7279830267,0,0.0972368969,0.3994498341,0.4941734073,1.1526882885
1358,Methanococcoides,0,0,0,0,0.0897471267,0,0,0,0,0,0,0,0,0,0
1359,Methanococcus,0,0.1731110127,1.0872864618,1.4232599098,3.0065287446,0,0,0.1286443994,0.1537592444,0.2911932108,0,0,0,0.2470867036,0.0743669864
1360,Methanocorpusculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743669864
1361,Methanoculleus,1.1180216315,1.8609433858,3.0699853037,16.3674889619,2.7372873644,0,0.4808923439,0.4824164975,0.9609952775,0.6187855729,0.1873795559,0.2917106907,1.1620358811,3.1709460299,3.1234134269
1362,Methanofollis,0,0,0.1279160543,0,0,0.1245056038,0.080148724,0.3216109984,0.1537592444,0.1455966053,0,0.0972368969,0.0726272426,0,0
1363,Methanogenium,0,0,0,0,0,0,0,0,0.0384398111,0,0,0,0,0,0
1364,Methanohalobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,Methanohalophilus,0,0,0,0,0,0,0,0,0,0,0,0,0.0363136213,0,0
1366,Methanolacinia,0.1720033279,0.1298332595,0.1918740815,0.1016614221,0.0448735634,0.4980224152,0.6812641537,1.1577995942,0.384398111,0,0,0.1458553453,0.1452544851,0.1235433518,0.2231009592
1367,Methanolinea,0,0,0,0,0,0.1245056038,0.040074362,0.0964832995,0,0,0,0,0,0,0
1368,Methanolobus,0.086001664,0,0,0.1016614221,0,0,0,0.0643221997,0,0.2183949081,0,0.0972368969,0.0363136213,0,0
1369,Methanomassiliicoccus,0.1720033279,1.3416103479,0.5116642173,0,0.3589885068,0.0622528019,0,0,0.0768796222,0.4731889673,0,0.0972368969,0.0363136213,0.2470867035,0.2602844523
1370,Methanomethylovorans,0,0,0,0.1016614221,0.3589885068,0,0,0,0,0,0,0,0,0,0
1371,Methanomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,Methanoplanus,0,0,0,0,0,0.0622528019,0,0.0643221997,0.0768796222,0.0727983027,0,0,0,0,0.1115504795
1373,Methanopyrus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,Methanoregula,0.086001664,0.1298332595,0,0.3049842664,0.1794942534,0,0.040074362,0.0964832994,0.2306388666,0.0363991513,0,0,0,0.0411811173,0.0371834932
1375,Methanosaeta,0,0.0865555063,0.1279160543,0,0.1794942535,0.1245056038,0.7213385157,0.5145775974,0.384398111,0.2911932107,0,0,0.1452544852,0.0411811173,0.185917466
1376,Methanosarcina,0,0.0865555064,0.0639580272,0.1016614222,0.0448735634,0.0622528019,0.120223086,0.1929665989,0.1921990555,0.0727983027,0,0.1458553453,0.0726272426,0.2059055864,0
1377,Methanosphaera,0.1720033279,0.1298332595,0.1279160543,0.0508307111,0,0,0.120223086,0,0.2306388666,0.1819957567,0,0,0,0,0
1378,Methanosphaerula,0,0.3894997784,0.7035382988,0.2033228442,0,0.0622528019,0.120223086,0.0964832995,0.1921990555,0,0,0,0,0.0411811173,0.0371834932
1379,Methanospirillum,0,0.0432777532,0,0.2033228442,0.0897471267,0,0,0,0,0,0,0,0,0,0.0743669864
1380,Methanothermobacter,0.086001664,0.1298332595,0.4477061902,0.5083071107,0.3589885068,0,0.5610410678,0.2894498985,0.2306388666,0.1819957566,0.046844889,0.0972368969,0.1452544852,0.1235433518,0.2974679454
1381,Methanothermococcus,0,0.3462220253,0,0,0,0,0,0.0964832995,0.1153194333,0.1819957567,0,0,0.1452544851,0,0.1487339727
1382,Methanothermus,0,0.0865555063,0.3837481629,0,0.0448735634,0,0.040074362,0,0.1153194333,0,0,0,0.1089408638,0,0.0371834932
1383,Methanotorris,0.1720033279,0,0.0639580272,0,0,0,0,0.0643221997,0,0,0,0,0,0,0
1384,Methylacidiphilum,0.6880133118,4.9769416132,2.686237141,4.9814096841,2.5577931112,1.5563200475,3.0055771492,5.6281924717,4.3052588431,4.440696464,1.1711222248,1.9447379376,2.9414033239,6.1771675906,7.9572675399
1385,Methylibium,2.3220449274,8.5257173725,14.5824301931,9.7594965244,23.7829885782,1.7430784532,2.1640155478,3.1517877834,6.8038465647,7.0978345111,2.3890893388,1.5557903496,3.7766166139,5.7241753005,26.623381116
1386,Methylobacillus,0.172003328,1.2117770886,0.9593704075,0.4066456884,0.8077241406,0,0.160297448,0.1608054991,0.5765971665,0.6187855727,0,0.2430922422,0.3268225916,0.617716759,1.9335416454
1387,Methylobacter,0.086001664,0.1731110127,1.3431185704,0.1016614222,0.0448735634,0,0.040074362,0.2251276989,0.3075184888,0.109197454,0.140534667,0.0972368969,0,0.3294489382,0.8924038364
1388,Methylobacterium,1.6340316154,6.0156076892,4.7968520374,5.1847325281,6.0130574897,1.9920896608,3.8471387516,5.7246757708,4.2668190321,5.1322803389,2.9980728954,3.014343803,2.5419534904,5.3947263619,8.6265704181
1389,Methylobrevis,0.172003328,0.4760552847,0.5756222446,1.1182756434,0.2692413802,0,0.360669258,0.1608054992,0.4228379221,0.3275923621,0.046844889,0.3889475875,0.6173315618,0.7412601109,1.227055275
1390,Methylocaldum,0.6880133116,1.6878323731,9.2099559111,2.5415355531,2.3334252944,0,0.8415616018,1.5437327923,1.2685137663,1.2375711456,0.6558284459,0.7292767267,1.0167813959,1.1118901663,4.0901842495
1391,Methylocapsa,4.7300915182,9.4345501893,12.3438992426,5.2863939507,4.8463448434,5.4159937653,3.6467669413,4.9849704745,6.4194484537,7.9350149924,1.9674853379,8.2165177863,6.4638245891,5.0652774243,7.8829005545
1392,Methyloceanibacter,26.230507508,29.0393723694,21.1701069907,22.060528601,19.6546207487,2.8013760855,13.5451343519,12.8001177346,13.9920912398,12.5213080618,5.1529377891,8.7999391677,10.4220093086,14.5369343964,24.1692705665
1393,Methylocella,1.7200332792,4.5874418347,2.1745729236,3.5073190633,1.0769655208,0.9960448305,2.6849822533,3.4733987823,1.6144720661,1.4923652049,0.9837426687,3.6950020818,1.41623123,2.8003159744,3.0490464409
1394,Methylococcus,0,0.3462220253,1.2791605432,0.0508307111,1.7500689707,0.0622528019,0,0.2251276989,0.1153194333,0.4367898161,0,0,0,0.0411811173,0.1115504795
1395,Methylocystis,3.6120698863,4.1546643038,5.2445582271,4.6255947069,2.9167816187,4.4822017371,6.0111542983,6.593025466,6.4578882646,5.3142760958,4.5439542317,5.3966477773,3.558734886,8.0303178679,5.0941385661
1396,Methyloferula,1.0320199675,2.0773321518,2.4304050322,1.0674449324,2.4231724216,0.7470336228,1.4026026699,1.6723771912,1.6529118773,1.2739702967,0.46844889,1.55579035,0.4720770769,1.1118901662,3.2349639069
1397,Methylogaea,0,0.1298332595,0.831454353,0.1016614221,0.6731034503,0,0.160297448,0.0643221997,0.384398111,0,0,0.2430922422,0.1815681064,0.4941734072,0.3718349318
1398,Methyloglobulus,0,0.0865555063,0.0639580272,0.0508307111,0.0448735634,0,0.080148724,0.0321610998,0.1153194333,0,0,0.0486184484,0.0363136213,0.1235433518,0.1115504796
1399,Methylohalobius,0.5160099837,1.9042211389,7.8668373409,0.5083071107,6.1476781794,0,0.160297448,0.4824164976,0.9609952775,0.4731889673,0.187379556,0.875132072,1.3436039876,1.7707880425,3.3836978792
1400,Methyloligella,3.9560765423,2.2504431643,1.9826988419,1.4232599098,2.3782988578,0.3735168114,0.6812641538,0.578899797,0.9609952775,1.4559660537,0.6089835569,0.3889475876,1.3436039875,2.4708670362,5.1685055519
1401,Methylomarinum,0.3440066558,0.9088328164,1.4710346247,0.3558149774,0.6731034503,0.3735168114,0.5209667058,0.4824164975,0.4228379221,0.6551847242,0.4216040009,0.3403291391,0.1815681064,0.4118111727,0.3346514386
1402,Methylomicrobium,0.086001664,0.9521105695,3.1979013581,1.1182756434,0.9423448304,0.1245056038,0.160297448,0.2894498985,0.0768796222,0.0727983026,0.140534667,0,0.0726272426,0.0411811173,0.9295873294
1403,Methylomonas,0.7740149756,2.2504431643,6.0760125803,4.1681183072,2.1090574776,0.9337920286,1.2423052217,1.7688604909,0.9994350886,0.7279830268,0.281069334,0.4861844844,0.5810179405,0.9059845798,2.3797435634
1404,Methylophaga,0.6880133118,1.5579991138,0.8314543531,0.2541535553,0.6282298869,0.3112640095,0.6812641539,1.0934773945,1.0763147108,0.6915838755,0.2810693339,0.6320398297,0.7988996682,0.9471656972,1.859174659
1405,Methylophilus,0,0,0.2558321087,0.1524921332,0.2692413801,0.1245056038,0.080148724,0.1608054992,0,0.1819957567,0.046844889,0,0,0.0823622345,0.4833854115
1406,Methylopila,1.2040232955,2.423554177,2.4304050325,2.6431969754,1.7949425343,0.4357696133,1.4026026696,1.9296659903,1.537592444,1.1647728427,1.3585017806,1.1668427624,1.3072903663,1.6472446906,2.4541105501
1407,Methyloprofundus,0.2580049919,0.5193330378,0.7035382987,0.5591378217,1.7949425341,0,0.160297448,0.0964832995,0.1153194333,0.1455966054,0.046844889,0,0.4357634554,0.5353545246,0.6321193841
1408,Methylosarcina,0,0,0.9593704074,0.1524921332,0.1346206901,0,0.040074362,0.0964832995,0.2306388666,0.1455966054,0,0.0972368969,0.1452544851,0.0823622345,0.0743669864
1409,Methylosinus,0,1.3848881012,1.5989506791,0.6099685327,0.7179770137,0.8715392266,0.5209667058,1.3186050929,0.8841156553,0.5459872701,0.2810693339,0.2430922422,0.3268225917,0.9883468144,0.6693028775
1410,Methylotenera,0.8600166397,2.163887658,4.5410199285,2.0840591536,2.2885517312,0.3735168114,1.0820077739,0.6753830965,0.8072360331,0.9827770862,0.046844889,0.0972368969,1.0894086386,0.7824412281,1.9707251386
1411,Methyloversatilis,1.9780382712,3.4622202527,3.5816495211,2.1348898646,5.1155862225,0.9337920285,2.1239411854,1.4150883929,0.9609952775,1.0555753886,0.374759112,0.5348029327,0.508390698,1.4825202217,4.0158172636
1412,Methylovorus,0.2580049919,0.4327775317,1.3431185704,0.8641220881,1.256459774,0,0.3205948959,0.3537720982,0.4228379221,0.2547940594,0.327914223,0.0972368968,0.1815681064,0.1647244692,1.1155047956
1413,Methylovulum,0.086001664,0,0,0,0.0448735634,0,0.040074362,0,0,0.0363991513,0,0,0,0,0
1414,Metschnikowia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,Meyerozyma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,Micavibrio,0.086001664,0.5193330379,0.3197901358,0.2541535553,0.2692413801,0.2490112076,0.5610410679,0.6432219968,0.5765971665,1.1647728431,0.093689778,0.0486184484,0.1452544852,0.0411811173,0.1115504796
1417,Microbacterium,2.752053247,3.202553734,1.4710346248,8.1329137699,2.0193103515,1.3073088399,2.0037180994,3.7306875811,2.9214256436,2.6571380476,2.4827791164,3.1601991487,1.5614857154,1.9355125114,2.7515784957
1418,Microbispora,24.1664675732,15.8829354096,6.7155928521,19.0615166485,2.737287365,30.8151369422,14.5469934018,34.4766990258,13.3386144514,10.2281615272,47.7349418756,56.105689505,21.3160956931,26.1911905849,6.060909389
1419,Microbotryum,0,0,0,0,0,0.0622528019,0,0,0,0,0.046844889,0,0,0,0
1420,Microbulbifer,0.3440066558,1.5147213606,0.5116642175,0.5083071107,0.5833563238,1.1828032361,0.7614128779,0.8683496956,1.3069535774,1.2739702968,0.093689778,0.6320398298,0.2905089703,0.2059055864,0.2974679455
1421,Microcella,0,0,0,0,0.0448735634,0,0,0,0,0,0,0,0,0,0
1422,Micrococcus,2.0640399351,1.1252215822,0.5756222445,0.813291377,0.0897471267,2.3656064723,1.4426770314,2.2834380884,1.6144720661,1.0919745403,0.8432080019,0.437566036,2.1425036556,1.6884258081,0.8552203431
1423,Microcoleus,0.086001664,0.0432777532,0,0.0508307111,0.0897471267,0,0,0.0643221997,0.0384398111,0.0727983027,0,0,0.0363136213,0,0.1859174659
1424,Microcystis,0.2580049919,0.1731110127,0.4477061901,0.2033228442,0,0.0622528019,0.080148724,0.1286443993,0.1537592444,0.109197454,0,0.1944737937,0.1815681065,0.0823622345,0.1487339727
1425,Microdochium,0,0,0,0,0,0,0.040074362,0.0643221997,0.0384398111,0,0,0,0,0,0
1426,Microglossum,0.3440066558,0.3462220253,0.7035382988,0.2541535553,0.2243678168,0.3735168114,0.080148724,0.192966599,0,0.0363991513,0.093689778,0.4861844845,0.0363136213,0,0
1427,Microlunatus,7.6541480927,4.1546643032,2.1745729234,10.2169729235,1.1667126475,4.6067073407,4.6887003526,11.4171904425,4.4974578986,3.275923621,17.2857640349,20.3225114498,4.6481435241,7.0831521707,2.7887619886
1428,Micromonas,0.1720033279,0.0432777532,0.0639580272,0.1016614221,0.0448735634,0,0.040074362,0.1608054991,0.1921990555,0.109197454,0.093689778,0.1458553453,0.1089408639,0.0411811173,0.0743669864
1429,Micromonospora,9.460183036,16.6186572131,6.2678866621,13.7242919871,4.3078620825,9.8359427006,5.5703363168,11.5458348421,7.8417214643,5.6418684578,16.5362458123,23.5799474956,10.8577727641,15.5252812112,11.3037819266
1430,Microscilla,0.1720033279,0,0,0,0,0,0.3606692579,0.2572887987,0.0384398111,0,0,0,0.1452544851,0.0823622345,0.1115504796
1431,Microsporum,0,0.0865555063,0,0,0,0.0622528019,0,0.0321610998,0,0,0,0.2917106907,0,0.0823622345,0.0743669864
1432,Microterricola,0,0.2596665189,0,0,0,0,0,0,0,0,0,0.0972368969,0.1815681064,0.2470867037,0.2231009591
1433,Microtetraspora,4.2140815341,3.3323869933,1.8547827878,2.4398741312,0.8974712672,5.3537409636,5.8508568501,9.4553633522,3.3058237546,2.9119321073,6.9330435701,11.9601383171,4.9749661159,5.1064585416,1.4129727412
