,Group.1,G11.1.rna,G11.2.rna,G11.3.rna,G11.4.rna,G11.5.rna,G1.1.rna,G1.2.rna,G1.3.rna,G1.4.rna,G1.5.rna,V10A.1.rna,V10A.2.rna,V10A.3.rna,V10A.4.rna,V10A.5.rna
548,Claviceps,0,0,0,0,0,0,0,0,0,0,0,0.0486184484,0,0,0
549,Clavispora,0,0,0,0.1016614221,0,0,0,0.0321610998,0.0384398111,0.0363991513,0,0,0,0,0.0743669864
550,Cloacibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823622345,0.0371834932
551,Cloacibacterium,0,0,0,0,0,0,0,0,0.0768796222,0.0363991513,0,0.0972368969,0,0,0
552,Clohesyomyces,0,0.1731110126,0.2558321086,0.2541535553,0.0897471267,0,0,0.0321610998,0.0768796222,0.0727983027,0.140534667,1.0696058658,0.0363136213,0.0823622345,0.0743669864
553,Clostridiisalibacter,0,0,0,0,0,0,0.120223086,0.0643221996,0.1537592444,0.109197454,0,0,0.0726272426,0.0823622345,0.0371834932
554,Clostridioides,0,0.1731110126,1.1512444887,0.2033228442,0.3141149435,0,0,0.0321610998,0.1537592444,0.218394908,0,0.1458553453,0,0.2059055864,0.2974679455
555,Clostridium,14.6202828741,39.5125886348,42.4681300357,73.4503774846,36.7514483884,7.2835778224,22.1611221805,25.7288798692,35.633704889,28.75532956,7.0735782376,13.7104024603,27.8525475248,28.3326086823,35.4730524933
556,Cnuella,3.4400665584,9.1748836696,3.5176914938,1.4740906206,0.9423448305,1.1205504342,1.1621564977,1.96182709,1.537592444,2.0747516266,0.234224445,0.2430922422,0.2541953489,0.7000789935,0.7064863704
557,Cnuibacter,0.086001664,0.1731110126,0.3197901358,2.2365512867,0.0448735634,0.0622528019,0.3205948959,0.0321610998,0.0768796222,0,0,0,0.0726272426,0,0
558,Cobetia,0,0,0,0,0.2692413801,0,0,0,0.0384398111,0,0,0,0.0726272426,0.0411811173,0.0371834932
559,Coccidioides,0.1720033279,0.4327775315,2.1106148963,0.6607992438,0.1794942534,0.622528019,0.040074362,0.0643221996,0.1921990555,0.1455966054,0.8432080018,1.7988825924,0.508390698,1.0707090491,0.1859174659
560,Coccomyxa,0,0,0,0,0.0897471267,0,0,0,0.0768796222,0.0363991513,0,0,0,0,0.0743669864
561,Coccophora,0,0.0865555063,0.0639580272,0,0,0,0,0,0.0384398111,0.109197454,0,0,0,0,0.0371834932
562,Cohaesibacter,0.172003328,0.6491662974,1.3431185703,0.7624606658,1.3013333374,0.0622528019,0.280520534,0.3537720982,0.4228379221,0.6551847239,0.093689778,0.2917106905,0.8352132895,0.8648034626,1.2642387682
563,Cohnella,0.5160099839,0.7357218037,1.3431185704,0.8132913771,0.6731034504,0.3735168114,2.4445360812,1.4472494927,1.4222730107,0.6551847241,0.281069334,0.2430922422,0.254195349,0.3706300554,0.5205689046
564,Coleofasciculus,0,0,0.0639580272,0.1016614221,0.0897471267,0.0622528019,0,0.0321610998,0,0,0,0,0.0363136213,0,0.1487339728
565,Colibacter,0,0.3894997785,0.8954123803,0.7116299548,1.1218390839,0.0622528019,0.3205948959,0.4180942979,0.4612777332,0.837180481,0,0.1944737938,0.1452544852,0.2470867037,0.7436698636
566,Colletotrichum,0,0.9953883226,1.0233284346,1.4740906208,0.0448735634,0.1245056038,0.6411897918,1.4794105925,0.4228379221,0.2547940594,0.4684488898,1.312698108,2.0698764131,1.4825202217,0
567,Collimonas,11.3522196435,37.6949229999,274.8916007368,158.7951413561,246.759724868,8.9021506718,22.9225350578,38.4968365056,71.0367709106,101.0804432871,2.4359342279,3.1115806997,6.4275109678,12.4778785328,93.6652193138
568,Collinsella,1.6340316153,1.2117770884,0.4477061901,0.9149527992,1.7500689708,0.3112640095,0.5610410679,0.8040274958,0.5381573554,0.5823864214,0.3747591119,0.5834213813,1.9609355493,1.8119691599,2.8631289747
569,Colwellia,0,0.3029442721,0.7674963259,0.0508307111,0.2243678168,0,0.080148724,0.0321610998,0.1537592444,0.1819957566,0.046844889,0,0.0726272426,0.0411811173,0.2602844523
570,Comamonas,0.6020116478,0.8222773101,0.1918740816,0.1524921332,0.4038620703,0.1245056038,0.160297448,0.0643221997,0.1537592444,0.2183949081,0.6089835568,0.4861844845,0.3994498341,0.2470867036,0.409018425
571,Commensalibacter,0.4300083198,0.7789995569,0.8314543531,0.0508307111,0.1346206901,0.3735168114,0.4808923439,0.6753830966,0.1537592444,0.218394908,0.046844889,0.2430922421,0.1815681065,0.1235433519,0.1487339728
572,Conchiformibius,0,0,0,0,0.762850577,0,0,0,0,0,0,0,0,0,0
573,Conexibacter,206.4899951757,236.9889762995,132.8408224158,292.0224350524,112.8570118456,120.2724132757,154.927483448,231.5277577271,158.4873411624,127.8338195134,125.0758535978,169.0463452319,208.0770499574,177.3258909708,179.2616206178
574,Congregibacter,0,0,0.1279160543,0,0.0448735634,0,0,0,0.0768796222,0,0,0,0,0,0.0371834932
575,Conidiobolus,0,0.0865555063,0,0.1016614221,0.0448735634,0.1245056038,0,0,0,0,0.140534667,0,0,0,0.2974679454
576,Coniochaeta,0.3440066558,0.0432777532,0.383748163,0.3049842664,0,0.6225280191,0.2003718099,0.418094298,0.0384398111,0.0363991513,1.0305875576,1.9933563862,0.9441541534,0.0823622345,0.0371834932
577,Coniophora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Coniosporium,0,0.5626107911,0.5756222444,0.1524921332,0,0.2490112076,0,0.1286443994,0,0,0.7495182238,1.0696058657,0.2178817276,0.5353545245,0
579,Coprinopsis,0,0.1298332595,0.1279160544,0,0,0.0622528019,0.040074362,0.0964832995,0.0768796222,0.218394908,0.046844889,0.0486184484,0.1815681064,0.2059055864,0.0371834932
580,Coprobacillus,2.408046591,9.2181614223,12.727647405,13.8767841199,10.0068046278,0.9337920285,5.0894439722,4.1487818792,8.4951982528,5.896662518,1.2179671139,2.3336855252,7.0448425287,11.7777995394,16.2120030252
581,Coprococcus,0,0.1298332595,0,0.0508307111,0.1346206901,0,0,0.0643221996,0.0768796222,0.2547940594,0,0,0,0,0.0743669864
582,Coprothermobacter,1.2900249595,0.6924440505,0.2558321087,0.864122088,0,0.1245056038,0.320594896,0.2572887987,0.4228379221,0.218394908,0.3279142229,0.3889475876,0.1452544852,0.5353545245,0.5949358909
583,Coraliomargarita,3.3540648948,1.7311101265,0.8954123804,0.3049842664,0.4936091969,1.3073088399,1.6430488416,2.7336934863,2.4985877215,1.5651635074,0.7495182239,2.528159319,1.9972491708,2.6767726225,2.6400280161
584,Corallococcus,0.5160099838,1.7311101263,0.6395802715,0.8132913771,0.6282298871,0.3735168114,0.120223086,0.4180942978,0.6534767887,0.5095881188,0.9837426687,1.7988825925,0.9804677747,1.5648824564,1.3757892476
585,Cordyceps,0,0.7357218037,3.2618593853,1.7790748871,6.013057489,0.0622528019,0.080148724,0.1608054992,0,0.0363991513,0.8900528907,1.9933563862,0.7625860469,0.90598458,0.1859174659
586,Coriobacterium,0,0.5626107911,0.767496326,0.4066456885,0.0897471268,0,0.5209667058,0.2572887987,0.0384398111,0.4003906648,0,0.1458553453,0.1815681064,0.2059055863,0.3346514386
587,Corynebacterium,10.6642063315,13.2429924673,13.4311857041,16.0625046961,11.3081379659,6.5365441998,5.4501132308,12.9287621344,10.7631471078,9.6457751056,12.3202058032,15.8009957441,10.8214591425,12.3543351817,13.7207089838
588,Costaria,0,0.0432777532,0,0,0,0.0622528019,0.080148724,0.0643221996,0,0,0,0,0,0,0
589,Couchioplanes,0,0.2596665189,0.383748163,0.6099685328,0.897471267,0.0622528019,0,0.2572887987,0.2306388666,0.2547940594,0.187379556,1.2640796596,0.1452544852,0.2470867036,0.1115504796
590,Coxiella,0.1720033279,1.947498892,2.4943630592,4.5239332845,2.3782988581,0.0622528019,1.2423052217,1.8010215911,1.8835507439,1.5651635076,0.5621386679,0.3889475873,0.6899588045,1.0295279317,2.305376577
591,Crenobacter,0,0.1731110126,0.2558321086,0.0508307111,0.1346206901,0.0622528019,0,0.0321610998,0.1153194333,0.1455966053,0.046844889,0,0.2905089702,0.0411811173,0.5205689046
592,Crenotalea,0.4300083199,3.0294427211,2.1106148963,0.3049842664,0.6731034504,0.622528019,0.6411897919,2.0583103896,1.3453933885,0.7279830267,0.6089835567,0.7292767266,0.2178817277,1.1530712837,0.594935891
593,Crenothrix,0.086001664,0.3029442722,0.383748163,0.1524921332,0.2692413802,0.1245056038,0,0.1608054992,0.1921990555,0.218394908,0,0,0,0,0.0743669864
594,Criblamydia,0,0,0,0,0,0,0,0,0,0,0,0.0972368969,0.0726272426,0,0
595,Criibacterium,0.1720033279,0.2596665191,0.9593704075,1.3215984878,0.5384827603,0,0.120223086,0.3537720982,0.3075184888,0.3275923621,0.093689778,0.2917106906,0.3631362129,0.2882678209,0.4462019182
596,Crinalium,0,0.0865555063,0,0,0.0897471267,0,0,0,0.0384398111,0.109197454,0,0,0.0363136213,0,0.1115504796
597,Croceibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371834932
598,Croceicoccus,0,0.0865555063,0.0639580272,0.1016614222,0.2692413801,0.1867584057,0.040074362,0.6432219968,0.3075184888,0.1455966053,0.046844889,0.0972368969,0,0.164724469,0.3346514387
599,Crocinitomix,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2059055864,0.0371834932
600,Crocosphaera,0.2580049919,0.6058885442,1.1512444889,0.1016614221,0.0897471267,0.0622528019,0,0.0643221997,0,0,0,0,0,0,0.1115504795
601,Cruoricaptor,0.1720033279,0.2596665189,0.3197901359,0.1016614222,0.0897471267,0,0,0,0.1153194333,0.109197454,0.140534667,0.2430922422,0,0.1647244691,0
602,Cryobacterium,0.2580049919,0.9088328163,0.2558321086,0.2541535553,0.2243678168,0.0622528019,0.3606692579,0.2251276989,0.0768796222,0.218394908,0.093689778,0.2917106907,0.1452544851,0.0411811173,0.4833854114
603,Cryocola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Cryphonectria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Cryptobacterium,0.4300083198,0.82227731,0.5756222444,1.3724291987,0.4038620702,0.0622528019,0.4808923439,0.3216109983,0.4228379221,0.4731889675,0.1873795559,0.1458553453,0.4357634554,0.9471656972,0.2974679454
606,Cryptococcus,0,0,0,0.1524921332,0.1794942534,0,0.040074362,0.0643221996,0.2690786777,0.1455966053,0.046844889,0,0,0.0823622345,0.3346514386
607,Cryptosporangium,8.9441730524,9.9538832265,5.3724742819,14.791736919,4.0834942656,9.8981955024,10.1788879451,15.7911000204,7.8032816533,5.6782676088,19.1127147063,25.3788300877,14.0896850581,15.4841000944,7.0276802114
608,Cryptosporidium,0,0,0,0,0.0897471267,0,0,0,0,0,0,0,0,0,0.1487339727
609,Cucumibacter,0,0.0432777532,0.2558321086,0.3558149774,0.0448735634,0,0.040074362,0.1286443993,0.0384398111,0.2547940594,0.093689778,0.2917106907,0.0363136213,0.4941734073,0.4833854114
610,Cupriavidus,0.4300083198,1.9907766453,5.8841384986,2.6940276865,4.1283678285,0.2490112076,0.520966706,0.6432219966,1.0763147108,0.982777086,0.796363113,1.1182243141,1.3072903662,1.9766936289,7.7341665814
611,Curtobacterium,0.5160099838,1.2117770885,0.8954123802,1.4740906208,0.7179770138,0.7470336228,1.1220821356,1.5115716922,0.8841156553,0.9463779349,0.046844889,0.2917106905,0.4720770767,0.45299229,0.5205689046
612,Curvibacter,0.3440066558,0.5193330379,2.0466568691,5.8963624832,3.0065287448,0.2490112076,0.3205948959,0.2572887986,0.9225554664,1.0919745401,0.046844889,0.0972368969,0.1089408639,0.2470867037,1.8963581524
613,Cutaneotrichosporon,0,0,0.5116642173,0,0.1346206901,0,0,0,0,0.1455966053,0,0,0,0,0.2602844523
614,Cutibacterium,0.086001664,0.0865555064,0,0,0,0,0,0,0,0.0727983027,0.093689778,0,0,0,0
615,Cyanidioschyzon,0.3440066558,0.1731110126,0,0,0.0897471267,0.1245056038,0.2003718099,0.1286443994,0.2306388666,0.3639915135,0.1873795559,0.1944737938,0.1815681064,0.3294489382,0.2602844522
616,Cyanobacterium,0,0.0865555063,0,0,0,0,0,0.0964832995,0,0,0.2810693339,0,0,0.0823622345,0.0743669864
617,Cyanobium,0.172003328,0.4327775316,0.7035382988,0.9657835103,0.628229887,0.0622528019,0.320594896,0.3537720982,0.9994350886,0.5459872701,0.093689778,0.3889475875,0.9441541533,0.9059845801,1.1155047954
618,Cyanophora,0,0.2596665189,0.3837481629,0.1524921332,0.2692413801,0.1245056038,0.2805205339,0.2572887987,0.4228379221,0.5459872701,0.046844889,0.0486184484,0,0.0823622345,0.1487339727
619,Cyanothece,0.086001664,0.562610791,0.1918740815,0.3558149774,0.3589885069,0,0.160297448,0.1608054991,0.384398111,0.0727983027,0.046844889,0.1458553453,0.1452544852,0.1235433518,0.2602844524
620,Cyclobacterium,0,0,0,0,0.0448735634,0,0,0.0643221997,0,0.0727983027,0.093689778,0,0,0,0
621,Cycloclasticus,0,0.0865555064,0.6395802716,0.0508307111,0.762850577,0,0.120223086,0.1608054992,0.3075184888,0.2547940594,0.187379556,0.1944737938,0.1815681065,0,0.1115504796
622,Cyclospora,0,0,0.1279160543,0,0,0,0,0,0.0768796222,0,0,0,0.1452544852,0.0411811173,0
623,Cylindrobasidium,0,0.0865555063,0.0639580272,0.1016614221,0,0.1245056038,0,0,0.0384398111,0,0,0,0,0,0
624,Cylindrospermopsis,0,0,0,0,0,0,0,0,0.0768796222,0,0,0.0972368969,0,0,0
625,Cylindrospermum,0,0,0,0,0,0,0,0,0.0384398111,0,0,0.0972368969,0,0,0.0371834932
626,Cyphellophora,0.1720033279,1.9474988921,1.7268667334,1.728244176,0,2.8013760857,0.160297448,0.3537720982,0,0,3.1854524512,7.5844779575,1.8519946854,1.2354335183,1.4873397271
627,Cystobacter,0.2580049919,1.4714436073,2.2385309507,1.3215984877,1.3013333373,0.4980224152,0.6812641538,0.9326718952,0.8841156553,1.0191762376,0.046844889,0.6320398298,0.4357634555,0.4941734072,0.7436698636
628,Cytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Dacryopinax,0,0,0.3837481629,0.1016614221,0,0,0.080148724,0.0643221997,0.1537592444,0.1455966054,0,0,0.0363136213,0.0411811173,0.0743669864
630,Dactylellina,0,0.4760552847,0.6395802716,0.3049842664,0,0,0,0.0321610998,0.0384398111,0,0,0.437566036,0,0,0
631,Dactylococcopsis,0,0,0,0,0,0,0,0,0,0,0,0,0.0363136213,0,0
632,Dactylosporangium,2.8380549107,5.1933303789,1.8547827878,3.7106419075,1.1218390839,3.1126400951,2.1640155473,3.5055598822,2.0757497994,2.3295456861,6.2303702351,8.7999391684,3.2682259156,4.9005529552,2.7143950018
633,Daedalea,0,0,0,0,0,0,0,0,0,0,0,0.0972368968,0,0.0411811173,0.0371834932
634,Dakarella,0,0,0,0.0508307111,0,0,0,0,0,0,0,0,0,0,0.0743669864
635,Daldinia,0,0,0.0639580272,0.1016614222,0,0,0,0,0.0384398111,0,0.3279142229,0.6806582782,0.0363136213,0,0
636,Dasania,0.1720033279,0.2163887658,0.2558321086,0.1524921332,0.4487356335,0.1245056038,0,0.1608054992,0.384398111,0.4003906648,0,0,0,0.0411811173,0.1487339727
637,Dasya,0.1720033279,0,0.0639580272,0,0.0448735634,0,0,0,0,0.109197454,0.046844889,0,0,0,0.2231009591
638,Dechloromonas,11.6102246346,10.7328827831,14.6463882197,8.8953744357,5.7438161091,2.5523648781,2.3643873572,4.7276816761,5.0356152538,5.1322803398,20.3775267079,4.0353312209,3.5587348858,2.8003159745,5.874991922
639,Deefgea,0.3440066558,0,0.3197901359,0,0.0448735634,0,0.080148724,0.0964832995,0.0384398111,0.0727983026,0.046844889,0,0.1452544851,0.0411811173,0.1487339728
640,Deferribacter,0,0.9088328164,1.534992652,0.9657835102,1.1218390839,0.1867584057,0.4007436199,0.4180942979,0.384398111,0.7279830269,0.4216040009,0.777895175,0.7625860469,1.5237013391,3.4952483587
641,Deferrisoma,1.2900249596,2.6399429427,2.2385309508,5.1847325283,2.6026666747,0.2490112076,0.961784688,1.1577995939,2.3448284771,2.4387431397,1.6864160036,2.2850670769,3.2319122941,5.024096307,4.3876521952
642,Defluviimonas,0,0,0.1918740815,0.0508307111,0.0897471268,0,0,0.0964832995,0.1153194333,0.2547940594,0,0.1458553453,0.0726272426,0,0.0371834932
643,Defluviitalea,0,0.0865555063,0,0,0.1794942534,0,0,0,0.0384398111,0,0.093689778,0.0972368969,0,0.1235433518,0
644,Defluviitoga,0,0,0,0.3558149775,0,0,0,0.0643221997,0.0768796222,0,0,0.0486184484,0.0726272426,0.164724469,0.0371834932
645,Dehalobacter,1.2040232954,0.8655550633,0.8954123803,0.6607992437,0.628229887,0.4357696133,1.4026026696,3.3125932833,2.8445460214,2.111150778,0.9368977798,1.9447379377,0.3268225916,0.6177167591,0.6693028775
646,Dehalococcoides,0.6880133117,0.4760552848,1.6629087063,1.9823977314,2.1988046044,0.3112640095,0.280520534,0.8361885956,1.7297914995,1.5287643564,0.2810693339,0.5348029329,0.9804677747,1.4825202217,2.5284775363
647,Dehalogenimonas,4.1280798704,10.4299385113,12.2159831879,13.673461276,22.8855173095,1.3695616418,5.6104106784,4.4060706776,7.380443731,6.879439604,1.7801057817,2.5281593187,15.9416797434,23.5555990795,27.4042344716
648,Deinococcus,0.5160099838,3.245831487,5.5643483631,6.8621459933,3.6347586317,1.6808256514,2.3243129955,2.540726887,4.612777332,3.0575287125,0.608983557,1.9933563861,2.2877581409,3.2533082641,4.5735696612
649,Delftia,0,0.3894997784,0.4477061901,1.8807363093,0.2692413802,0.0622528019,0.040074362,0.1608054992,0.4997175443,0.2547940594,0,0.340329139,0.0726272426,0.0411811173,0.2231009591
650,Demequina,3.0100582388,2.0773321519,0.8314543532,2.3890434199,0.358988507,2.8013760857,2.6849822531,5.7568368708,2.7676663991,1.9655541728,4.4971093426,4.1811865663,1.9609355492,4.0769306098,1.2270552753
651,Demetria,0,0.2163887659,0.0639580272,0.2033228442,0,0.0622528019,0.040074362,0.192966599,0.1153194333,0.0363991513,0.140534667,0.5834213813,0.0726272426,0.1235433518,0.1859174659
652,Dendrosporobacter,1.2900249594,1.904221139,1.0233284346,0.6607992439,0.4038620703,0.6847808209,1.3224539456,0.804027496,0.3075184888,0.4367898161,3.9818155636,0.875132072,0.0726272426,0.8236223454,0.2602844523
653,Denitrobacterium,0,0.2596665189,0.0639580272,0.3558149774,0.0448735634,0,0,0.0643221997,0.0384398111,0.0727983027,0,0,0,0.164724469,0.1115504796
654,Denitrovibrio,0.4300083198,1.1684993352,0.5116642174,0.2541535553,1.0769655206,0,0.360669258,0.3216109983,0.6919165998,0.8007813295,0.046844889,0.1458553453,0.0726272426,0.0823622346,0.409018425
655,Dermabacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Dermacoccus,2.1500415992,6.9677182582,6.2678866619,12.3010320769,4.5771034621,1.3695616418,2.4044617192,4.148781879,4.2283792209,3.6399151345,2.0143302264,3.1601991488,6.0643747542,7.1655144051,6.8789462378
657,Dermatophilus,0,0,0,0.0508307111,0,0.1245056038,0.040074362,0.0964832994,0,0,0.2342244449,0.2917106906,0.1815681064,0.164724469,0.1487339728
658,Derxia,0.6880133118,4.2844975627,11.4484868621,1.7790748873,2.4231724218,0.1245056038,0.841561602,0.8361885958,1.1147545219,0.5823864213,0.9368977798,1.215461211,2.2151308988,3.1297649123,7.9200840474
659,Desemzia,0,0.0432777532,0.3197901358,0.0508307111,0.0448735634,0,0.120223086,0.0321610998,0.1153194333,0,0,0.0486184484,0,0,0
660,Desertifilum,0.086001664,0.0865555063,0,0,0.1346206901,0,0,0.0643221997,0.0768796222,0,0,0,0.0726272426,0,0
661,Desnuesiella,0,0,0,0,0,0,0.040074362,0,0,0,0,0,0,0,0
662,Desulfacinum,2.322044927,3.7651645248,1.6629087064,2.8973505306,1.1667126473,1.30730884,5.2096670583,3.0874655842,2.9214256436,1.9291550211,2.2485546712,2.8198700098,2.6508943538,3.1297649123,4.2389182225
663,Desulfarculus,1.0320199676,2.2937209175,1.4070765975,4.5239332844,1.7051954076,0.622528019,0.8816359638,1.1256384944,0.9225554664,0.8735796322,2.1080200044,1.0696058658,1.0167813959,2.5944103881,3.5324318519
664,Desulfatibacillum,0.1720033279,0.1731110127,0.1279160544,0.2033228442,0.0897471267,0,0.120223086,0.0321610998,0.1153194333,0,0,0.1944737938,0.1089408639,0.1647244691,0.2231009592
665,Desulfatiglans,0.3440066559,0.4327775317,0.0639580272,0.2033228443,0.0897471267,0.3112640095,0.6411897919,0.6432219967,0.7303564109,0.2911932107,0,0.0972368968,0,0.2882678208,0.409018425
666,Desulfatirhabdium,0.3440066559,1.0386660759,1.0233284347,0.2033228443,0.8974712672,0,0.3205948959,0.3216109984,0.1921990555,0.54598727,0.234224445,0.0486184484,0.3268225915,0.2470867036,1.0783213023
667,Desulfatitalea,0.6880133117,1.9907766454,2.1745729236,0.8132913769,1.9295632242,0.1867584057,1.3625283076,1.5437327922,2.9214256435,1.0555753889,0.7963631128,1.2154612111,1.2709767449,2.0590558635,1.9335416455
668,Desulfitibacter,0.7740149757,1.2983325947,2.366447005,4.1681183071,2.2436781676,0.0622528019,0.3606692579,0.385933198,0.9225554663,1.7835584159,0.140534667,0.3403291391,0.5810179405,0.4118111728,0.4462019181
669,Desulfitobacterium,2.6660515828,5.5828301575,7.7389212862,6.1505160387,6.8207816299,2.1788480665,4.6486259908,9.8412965503,9.5330731526,9.5001785012,1.6864160036,2.2364486281,2.1425036558,10.5835471386,7.5110656221
670,Desulfobacca,2.2360432632,4.7172750942,3.0060272768,1.8299055986,1.5705747177,0.8715392266,3.1258002353,4.3417484779,3.8439811099,2.7663355019,2.1080200044,2.5281593189,5.1928478438,24.4204025418,30.5648313914
671,Desulfobacter,0.9460183035,4.9769416131,2.3024889778,17.4349338942,10.0068046272,0.0622528019,1.1220821356,0.9005107954,2.8061062102,2.8027346537,0.093689778,0.7292767266,3.8492438561,6.4654354116,5.1685055515
672,Desulfobacterium,1.0320199675,2.7697762022,2.2385309507,0.8132913769,1.3013333376,0.2490112076,1.2823795837,2.3477602881,1.3838331996,1.0919745402,0.749518224,0.9237505204,0.5810179406,1.4413391044,1.5245232205
673,Desulfobacula,0.086001664,0.2163887658,0.8954123802,0.4066456885,0.2692413801,0.9960448305,0.160297448,0.0643221997,0.0768796222,0.0727983027,0,0,0.0726272426,0.1235433518,0.4090184249
674,Desulfobulbus,0.6020116477,1.8176656327,2.5583210864,1.2199370655,0.8974712673,0.6847808209,0.9617846877,2.2834380881,1.537592444,1.273970297,1.1711222247,1.5071719017,2.033562792,2.6355915053,3.9042667838
675,Desulfocapsa,0.2580049919,0,0,0,0,0,0,0,0.1537592444,0.0727983027,0,0.0972368968,0.0726272426,0.1647244691,0.2602844523
676,Desulfocarbo,0.172003328,1.038666076,0.5116642173,1.5249213319,1.3013333373,0.4357696133,0.4808923438,0.771866396,1.0378748997,0.5459872701,0.4216040009,0.340329139,0.5810179405,0.7824412282,1.6360737001
677,Desulfococcus,0.6020116478,1.3416103482,2.6862371408,1.7790748871,0.9423448306,1.8053312551,2.0437924616,3.5377209821,2.3448284771,1.6015626588,1.3116568916,1.5557903502,1.016781396,2.6355915053,3.97863377
678,Desulfocurvus,0.086001664,0.8222773099,1.0233284347,1.3724291988,1.256459774,0.0622528019,0.5610410678,0.1608054992,0.7303564109,1.492365205,0.281069334,0.2917106906,0.5810179406,0.45299229,1.1155047954
679,Desulfofustis,0.172003328,0.7789995568,0.9593704074,0,0.1346206901,0,0.3606692579,0.5145775974,0.4997175443,0.7279830266,0.140534667,0.0972368969,0.3994498341,0.4941734072,0.4462019183
680,Desulfohalobium,0,0.259666519,0.1918740815,0,0.3141149435,0.0622528019,0.1602974479,0.1608054992,0.3075184888,0.2547940594,0.093689778,0.1944737937,0,0.1235433518,0.5577523978
681,Desulfoluna,0.086001664,0,0.0639580272,0,0,0.0622528019,0,0,0,0.0363991513,0,0.0972368969,0,0,0
682,Desulfomicrobium,0.7740149757,2.1638876579,2.0466568693,2.6431969754,1.6603218442,0.3735168114,1.2022308597,2.5085657872,1.8835507439,1.6015626591,0.5621386678,1.2154612109,0.5083906981,1.1530712835,2.0079086316
683,Desulfomonile,0,0.6491662973,2.6862371408,4.8289175509,3.4103908148,1.1205504343,1.6831232035,2.958821185,0.9994350886,0.7643821782,0.6558284459,0.1458553453,0,0.2882678208,0.8552203432
684,Desulfonatronospira,0,0,0,0,0,0,0,0,0.0768796222,0,0,0.0486184484,0,0,0
685,Desulfonatronovibrio,0.086001664,0.1731110128,0.1918740815,0.2541535553,0.4038620702,0.0622528019,0.160297448,0.3859331981,0.4612777332,0.4003906648,0.2342244449,0.1944737938,0,0.2059055864,0.3346514388
686,Desulfonatronum,0.172003328,1.038666076,1.0872864617,1.2707677768,0.5384827604,0.0622528019,0.4007436199,1.2542828937,1.0378748997,1.2011719941,0.093689778,0.4375660358,0.1452544852,0.2470867036,0.5949358909
687,Desulfonauticus,0.1720033279,0,0.383748163,0.2033228443,0.2692413802,0,0.040074362,0.0321610998,0.0384398111,0,0,0,0.1089408639,0.0823622345,0.1115504796
688,Desulfonispora,0.6880133117,0.3029442721,0.2558321086,1.1182756434,0.2692413802,0.6225280191,0.280520534,1.7688604909,0.9225554664,0.4003906646,0,0,0.0363136213,0.0411811173,0.185917466
689,Desulfopila,0,0.0432777532,0.3837481629,0.2033228442,0.1794942534,0.1867584057,0,0.3216109984,0.1153194333,0.3275923621,0.093689778,0,0.2178817277,0.6588978764,0.1115504796
690,Desulfoplanes,0.4300083198,0.5193330379,0.1918740815,0.6607992439,0.2692413802,0.0622528019,0.160297448,0.4180942979,0.3075184888,0.1819957567,0.374759112,0.3403291391,0,0.1647244691,0.0743669864
691,Desulforegula,4.6440898536,6.5782184801,5.6922644172,5.9471931944,2.2436781677,3.3616513027,5.4901875922,4.9206482752,5.2662541205,4.8046879776,3.9818155638,3.3060544942,3.7403029921,5.3535452452,4.4992026744
692,Desulforhopalus,0.086001664,0.1298332596,0.0639580272,0,0.1346206901,0,0,0.1286443994,0.1153194333,0.109197454,0,0.0972368969,0,0.0823622345,0.1487339728
693,Desulfosarcina,0.4300083199,2.9861649678,2.5583210865,9.7086658129,4.6219770253,0.1867584057,1.2022308596,1.382927293,2.7676663991,3.6763142858,0.234224445,0.3403291391,0.6536451832,1.6060635735,2.4541105499
694,Desulfospira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,Desulfosporosinus,2.0640399352,3.2458314869,2.6862371408,4.7272561288,2.2885517311,0.3112640095,1.9235693756,5.3065814732,4.5743375209,3.4943185288,0.234224445,0.9723689688,0.6536451832,1.7296069253,1.3014222614
696,Desulfotalea,0,0.0432777532,0,0,0,0,0,0,0.0384398111,0.0727983026,0,0,0,0,0.0371834932
697,Desulfothermus,0,0.0865555063,0.1918740815,0,0.0448735634,0,0,0,0.0384398111,0,0,0,0,0.0411811173,0.0371834932
698,Desulfotignum,0,0.4327775316,0,0,0.0897471267,0,0.040074362,0.0321610998,0.0768796222,0.0363991513,0,0,0.0363136213,0.0411811173,0.1487339727
699,Desulfotomaculum,9.1161763804,26.8754847112,28.9090282772,44.7818564454,34.5077702186,5.1047297559,14.3866959543,21.9338700883,26.2159511696,21.6938942002,5.6682315675,9.9181634821,16.4137568206,19.3139440004,20.0047193303
700,Desulfovermiculus,0,0,0.0639580272,0,0.0448735634,0.0622528019,0.240446172,0.385933198,0.0768796222,0.1455966053,0,0.0486184484,0.1089408638,0,0
